"company_name","shop_info_id","shop_nm","product_cd","product_nm","inbound_day","inv_sort_id","slip_code","month_id","sku_name","qty","stock_qty","inv_type","price"
上海博道电子商务有限公司,"100196664",扬基天猫超市,YANKE0052,液体芳香夹柠檬薰衣草 ,"20190117",3,GSNZD_20190325_709,20220131,液体芳香夹柠檬薰衣草 ,45,666,"88",12.14
上海博道电子商务有限公司,"100196664",扬基天猫超市,YANKE0052,液体芳香夹柠檬薰衣草 ,"20190116",5,GSNZD_20190116_624,20220131,液体芳香夹柠檬薰衣草 ,12,666,"88",12.14
上海博道电子商务有限公司,"100196664",扬基天猫超市,YANKE0655,风尚瓶小瓶黄昏之星,"20190119",4,GSNZD_20190528_14925,20220131,风尚瓶小瓶黄昏之星,8,31,"88",26.20
上海博道电子商务有限公司,"100196664",扬基天猫超市,YANKE0655,风尚瓶小瓶黄昏之星,"20190118",5,GSNZD_20181205_731,20220131,风尚瓶小瓶黄昏之星,4,31,"88",26.20
上海博道电子商务有限公司,"100196664",扬基天猫超市,YANKE0022,至尊车卡粉色沙滩 ,"20181203",6,GSNZD_20190528_14925,20220131,至尊车卡粉色沙滩 ,60,858,"88",10.41
上海博道电子商务有限公司,"100196664",扬基天猫超市,YANKE0021,至尊车卡仲夏之夜 ,"20180823",5,GSNZD_20180823_329,20220131,至尊车卡仲夏之夜 ,2160,1351,"88",10.32
上海博道电子商务有限公司,"100196664",扬基天猫超市,YANKE0214,许愿烛蔚蓝天空,"20181016",7,GSNZD_20181016_044,20220131,许愿烛蔚蓝天空,216,47,"88",4.38
